Name,Product Type,Internal Category, Machine Drawing No,Casting Drawing No,Size,Material,OD (mm) , L (mm) ,ID (mm) 
WORM SHAFT ø 50x492L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SPACER ø 75x17L,Stockable Product,SPACER,007-04-M/R0,,,EN8,,,
HANDWHEEL ø 1000mm,Stockable Product,HANDWHEEL,,011-01-C/R0,ø 1000mm,S.G.I. IS1865 Gr. 500/7,,,
"SPIRAL PIN ø 1/2""x80L",Stockable Product,SPIRAL PIN,,,"ø 1/2""x80L",STANDARD,,,
BEARING NTB 7095+GS+WS,Stockable Product,BEARING,,,NTB 7095+GS+WS,STANDARD,,,
BEARING KT 455320,Stockable Product,BEARING,,,KT 455320,STANDARD,,,
HEX BOLT M10x30L - M.S,Stockable Product,HEX BOLT,,,M10x30L,M.S.,,,
PARALLEL KEY 12x8x56,Stockable Product,PARALLEL KEY,,,12x8x56,C-40,,,
WASHER ID 9 x OD 45 x 1 THK,Stockable Product,WASHER,,,ID 9 x OD 45 x 1 THK,M.S.,,,
WGB HOUSING MLW-30/F30,Stockable Product,WGB HOUSING,001-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WGB COVER MLW-30/F30,Stockable Product,WGB COVER,002-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORMWHEEL MLW-30/F30,Stockable Product,WORMWHEEL,038-02-M/R0,003-02-C/R0,,S.G.I. IS1865 Gr. 600/3,,,
WORM ø 95x83L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 45x341L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SPACER ø 60x10L,Stockable Product,SPACER,007-04-M/R0,,,EN8,,,
HANDWHEEL ø 750mm,Stockable Product,HANDWHEEL,,011-01-C/R0,ø 750mm,S.G.I. IS1865 Gr. 500/7,,,
"SPIRAL PIN ø 1/2""x70L",Stockable Product,SPIRAL PIN,,,"ø 1/2""x70L",STANDARD,,,
BEARING NTB 6085+GS+WS,Stockable Product,BEARING,,,NTB 6085+GS+WS,STANDARD,,,
BEARING KT 404527,Stockable Product,BEARING,,,KT 404527,STANDARD,,,
HEX BOLT M8x30L - M.S,Stockable Product,HEX BOLT,,,M8x30L,M.S.,,,
WGB HOUSING MLW-15/F30,Stockable Product,WGB HOUSING,001-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WGB COVER MLW-15/F30,Stockable Product,WGB COVER,002-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORMWHEEL MLW-15/F30,Stockable Product,WORMWHEEL,038-02-M/R0,003-02-C/R0,,S.G.I. IS1865 Gr. 600/3,,,
WGB HOUSING SLM-09/F12,Stockable Product,WGB HOUSING,101-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-09/F12,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-09/F12,Stockable Product,QUADRANT,103-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 30x57L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 20x158L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SPIRAL PIN ø 5x20L,Stockable Product,SPIRAL PIN,,,ø 5x20L,STANDARD,,,
BEARING AXK 1528+AS+AS,Stockable Product,BEARING,,,AXK 1528+AS+AS,STANDARD,,,
O RING ID 50mm x 3mm,Stockable Product,O RING,,,ID 50mm x 3mm C/S,NITRILE RUBBER,,,
HEX BOLT M6x20L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M6x20L,H.T. Gr. 8.8,,,
HEX BOLT WITH NUT M8x40L,Stockable Product,HEX BOLT WITH NUT,,,M8x40L,H.T. Gr. 8.8,,,
BUSH ø 22x13L,Stockable Product,BUSH,008-07-M/R0,,,BRASS,,,
HANDWHEEL ø 300mm,Stockable Product,HANDWHEEL,011-09-F/R0,,ø 300mm,M.S. FABRICATED,,,
PARALLEL KEY 6x6x32,Stockable Product,PARALLEL KEY,,,6x6x32,C-40,,,
INDICATOR PLATE ø 48mm,Stockable Product,INDICATOR PLATE,,,ø 48mm,ALUMINIUM,,,
WASHER ID 9 x OD 25 x 1 THK,Stockable Product,WASHER,,,ID 9 x OD 25 x 1 THK,M.S.,,,
WGB HOUSING SLM-12/F10 EO,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-12/F10 EO,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-12/F10 EO,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 40x57L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 25x245L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SPACER ø 40x10L,Stockable Product,SPACER,007-13-M/R0,,,EN8,,,
BUSH ø 32x14L,Stockable Product,BUSH,008-07-M/R0,,ø 32x14L,BRASS,,,
SPIRAL PIN ø 5x27L,Stockable Product,SPIRAL PIN,,,ø 5x27L,STANDARD,,,
PARALLEL KEY 6x6x20,Stockable Product,PARALLEL KEY,,,6x6x20,C-40,,,
INDICATOR PLATE ø 45mm,Stockable Product,INDICATOR PLATE,,,ø 45mm,ALUMINIUM,,,
WGB HOUSING SLM-14/F12,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-14/F12,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM SHAFT ø 20x218L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SPIRAL PIN ø 5x25L,Stockable Product,SPIRAL PIN,,,ø 5x25L,STANDARD,,,
HEX BOLT WITH NUT M10x50L,Stockable Product,HEX BOLT WITH NUT,,,M10x50L,H.T. Gr. 8.8,,,
BUSH ø 30x13L,Stockable Product,BUSH,008-07-M/R0,,,BRASS,,,
INDICATOR PLATE ø 58mm,Stockable Product,INDICATOR PLATE,,,ø 58mm,ALUMINIUM,,,
INDICATOR PLATE ø 50 mm,Stockable Product,INDICATOR PLATE,,,ø 50 mm,ALUMINIUM,,,
WGB HOUSING SLM-14/F12,Stockable Product,WGB HOUSING,301-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-14/F12,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WORM SHAFT ø 20x258L - EN8,Stockable Product,WORM SHAFT,305-04-M/R0,,,EN8,,,
WGB HOUSING SLM-27/F14,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-27/F14,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-27/F14,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 55x83L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 25x300L - EN8,Stockable Product,WORM SHAFT,705-04-M/R0,,,EN8,,,
SPACER ø 45x10L,Stockable Product,SPACER,007-04-M/R0,,,EN8,,,
SPIRAL PIN ø 8x40L,Stockable Product,SPIRAL PIN,,,ø 8x40L,STANDARD,,,
BEARING AXK 2542+AS+AS,Stockable Product,BEARING,,,AXK 2542+AS+AS,STANDARD,,,
HEX BOLT M8x25L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M8x25L,H.T. Gr. 8.8,,,
HEX BOLT WITH NUT M14x70L,Stockable Product,HEX BOLT WITH NUT,,,M14x70L,H.T. Gr. 8.8,,,
WGB HOUSING SLM-27/F14,Stockable Product,WGB HOUSING,401-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WORM SHAFT ø 25x303L - EN8,Stockable Product,WORM SHAFT,405-04-M/R0,,,EN8,,,
WGB HOUSING SLM-27/F12,Stockable Product,WGB HOUSING,301-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-27/F12,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WGB HOUSING SLM-27/F12,Stockable Product,WGB HOUSING,501-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-27/F12,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WORM ø 55x83L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WGB HOUSING SLM-37/F14,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-37/F14,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-37/F14,Stockable Product,QUADRANT,103-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 60x83L - EN19,Stockable Product,WORM,104-03-M/R0,,,EN19,,,
WORM SHAFT ø 32x305L - EN8,Stockable Product,WORM SHAFT,405-04-M/R0,,,EN8,,,
SPACER ø 60x13L,Stockable Product,SPACER,007-04-M/R0,,,EN8,,,
BUSH ø 40x21L,Stockable Product,BUSH,008-07-M/R0,,ø 40x21L,BRASS,,,
WGB HOUSING SLM-37/F14,Stockable Product,WGB HOUSING,401-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WORM SHAFT ø 32x308L - EN8,Stockable Product,WORM SHAFT,805-04-M/R0,,,EN8,,,
WGB HOUSING SLM-37A/F14,Stockable Product,WGB HOUSING,701-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-37A/F14,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-37A/F14,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 60x83L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 32x224L - EN8,Stockable Product,WORM SHAFT,205-04-M/R0,,,EN8,,,
SGB HOUSING MX-02,Stockable Product,SGB HOUSING,214-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SPUR GEAR MX-02,Stockable Product,SPUR GEAR,122-04-M/R0,,,EN8,,,
PINION SHAFT ø 50x134L - EN19,Stockable Product,PINION SHAFT,016-03-M/R0,,,EN19,,,
BUSH ø 40x21L,Stockable Product,BUSH,025-07-M/R0,,,BRASS,,,
BUSH ø 35x23L,Stockable Product,BUSH,040-07-M/R0,,ø 35x23L,BRASS,,,
ALLEN BOLT M8x20L,Stockable Product,ALLEN BOLT,,,M8x20L,H.T. Gr. 10.9,,,
BUSH ø 40x21L,Stockable Product,BUSH,025-07-M/R0,,,BRASS,,,
WGB HOUSING SLM-37/F16,Stockable Product,WGB HOUSING,101-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-37/F16,Stockable Product,WGB COVER,102-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-37/F16,Stockable Product,QUADRANT,303-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WGB HOUSING SLM-37/F16,Stockable Product,WGB HOUSING,601-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WORM SHAFT ø 32x320L - EN8,Stockable Product,WORM SHAFT,A05-04-M/R0,,,EN8,,,
WGB HOUSING SLM-37A/F16,Stockable Product,WGB HOUSING,301-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-37A/F16,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-37A/F16,Stockable Product,QUADRANT,203-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
BUSH ø 40x21L,Stockable Product,BUSH,025-07-M/R0,,,BRASS,,,
SGB COVER MX-02,Stockable Product,SGB COVER,115-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
PINION SHAFT ø 50x209L - EN19,Stockable Product,PINION SHAFT,216-03-M/R0,,,EN19,,,
BUSH ø 40x21L,Stockable Product,BUSH,025-07-M/R0,,,BRASS,,,
O RING ID 77mm x 2mm,Stockable Product,O RING,,,ID 77mm x 2mm C/S,NITRILE RUBBER,,,
INDICATOR PLATE ø 75mm,Stockable Product,INDICATOR PLATE,,,ø 75mm,ALUMINIUM,,,
WGB HOUSING SLM-53/F16,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-53/F16,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-53/F16,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM SHAFT ø 32x258L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SGB HOUSING SM-03,Stockable Product,SGB HOUSING,014-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SGB COVER SM-03,Stockable Product,SGB COVER,015-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SPUR GEAR SM-03,Stockable Product,SPUR GEAR,022-04-M/R0,,,EN8,,,
HANDWHEEL ø 550mm,Stockable Product,HANDWHEEL,011-09-F/R0,,ø 550mm,M.S. FABRICATED,,,
BUSH ø 35x37L,Stockable Product,BUSH,040-07-M/R0,,ø 35x37L,BRASS,,,
BEARING AXK 4060+GS+WS,Stockable Product,BEARING,,,AXK 4060+GS+WS,STANDARD,,,
O RING ID 102mm x 2mm,Stockable Product,O RING,,,ID 102mm x 2mm C/S,NITRILE RUBBER,,,
HEX BOLT M8x35L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M8x35L,H.T. Gr. 8.8,,,
HEX BOLT M10x30L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M10x30L,H.T. Gr. 8.8,,,
HEX BOLT M8x50L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M8x50L,H.T. Gr. 8.8,,,
INDICATOR PLATE ø 100mm,Stockable Product,INDICATOR PLATE,,,ø 100mm,ALUMINIUM,,,
SPACER ø 45x12L,Stockable Product,SPACER,107-04-M/R0,,,EN8,,,
SGB HOUSING SM-03,Stockable Product,SGB HOUSING,314-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SGB COVER SM-03,Stockable Product,SGB COVER,115-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
PINION SHAFT ø 50x232L - EN19,Stockable Product,PINION SHAFT,116-03-M/R0,,,EN19,,,
BUSH ø 40x18L,Stockable Product,BUSH,025-07-M/R0,,ø 40x18L,BRASS,,,
HEX BOLT M10x35L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M10x35L,H.T. Gr. 8.8,,,
ALLEN BOLT M8x35L - H.T. Gr. 8.8,Stockable Product,ALLEN BOLT,,,M8x35L,H.T. Gr. 8.8,,,
WGB HOUSING SLM-66/F16,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-66/F16,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-66/F16,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 70x75L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 32x275L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
COLLAR ø 65x21L,Stockable Product,COLLAR,106-04-M/R0,,ø 65x21L,EN8,,,
SGB HOUSING SM-05,Stockable Product,SGB HOUSING,314-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SGB COVER SM-05,Stockable Product,SGB COVER,015-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
PINION SHAFT ø 40x151L - EN19,Stockable Product,PINION SHAFT,016-03-M/R0,,,EN19,,,
O RING ID 105mm x 3mm,Stockable Product,O RING,,,ID 105mm x 3mm C/S,NITRILE RUBBER,,,
SGB HOUSING SM-05,Stockable Product,SGB HOUSING,414-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SGB COVER SM-05,Stockable Product,SGB COVER,115-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SPUR GEAR SM-05,Stockable Product,SPUR GEAR,022-04-M/R0,,,EN8,,,
PINION SHAFT ø 40x232L - EN19,Stockable Product,PINION SHAFT,316-03-M/R0,,,EN19,,,
WGB HOUSING SLM-66/F25,Stockable Product,WGB HOUSING,101-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLM-66/F25,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLM-66/F25,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM SHAFT ø 32x305L - EN8,Stockable Product,WORM SHAFT,105-04-M/R0,,,EN8,,,
BUSH ø 35x33L,Stockable Product,BUSH,140-07-M/R0,,,BRASS,,,
PARALLEL KEY 8x7x28,Stockable Product,PARALLEL KEY,,,8x7x28,C-40,,,
WGB HOUSING SLT-115/F25,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLT-115/F25,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLT-115/F25,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 75x73L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
WORM SHAFT ø 40x323L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
COLLAR ø 70x47L,Stockable Product,COLLAR,106-04-M/R0,,ø 70x47L,EN8,,,
SGB HOUSING SM-05,Stockable Product,SGB HOUSING,014-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
BUSH ø 45x33L,Stockable Product,BUSH,008-07-M/R0,,ø 45x33L,BRASS,,,
BUSH ø 45x18L,Stockable Product,BUSH,025-07-M/R0,,ø 45x18L,BRASS,,,
SPIRAL PIN ø 8x55L,Stockable Product,SPIRAL PIN,,,ø 8x55L,STANDARD,,,
BEARING AXK 4565+GS+WS,Stockable Product,BEARING,,,AXK 4565+GS+WS,STANDARD,,,
O RING ID 140mm x 3mm,Stockable Product,O RING,,,ID 140mm x 3mm C/S,NITRILE RUBBER,,,
CIRCLIP ø 35mm,Stockable Product,CIRCLIP,,,ø 35mm,STANDARD,,,
HEX BOLT WITH NUT M14x100L,Stockable Product,HEX BOLT WITH NUT,,,M14x100L,H.T. Gr. 8.8,,,
PARALLEL KEY 10x8x28,Stockable Product,PARALLEL KEY,,,10x8x28,C-40,,,
INDICATOR PLATE ø 135mm,Stockable Product,INDICATOR PLATE,,,ø 135mm,ALUMINIUM,,,
WGB HOUSING SLT-125/F25,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLT-125/F25,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLT-125/F25,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM SHAFT ø 45x342L - EN8,Stockable Product,WORM SHAFT,005-04-M/R0,,,EN8,,,
SPACER ø 65x15L,Stockable Product,SPACER,007-04-M/R0,,,EN8,,,
SGB HOUSING DC-09,Stockable Product,SGB HOUSING,114-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SPUR GEAR-I DC-09,Stockable Product,SPUR GEAR,023-04-M/R0,,,EN8,,,
SPUR GEAR-II DC-09,Stockable Product,SPUR GEAR,A24-04-M/R0,,,EN8,,,
PINION SHAFT ø 55x163L - EN19,Stockable Product,PINION SHAFT,217-03-M/R0,,,EN19,,,
PINION SHAFT ø 55x143L - EN19,Stockable Product,PINION SHAFT,018-03-M/R0,,,EN19,,,
BUSH ø 50x23L,Stockable Product,BUSH,125-07-M/R0,,ø 50x23L,BRASS,,,
BUSH ø 40x27L,Stockable Product,BUSH,027-07-M/R0,,ø 40x27L,BRASS,,,
BUSH ø 40x24L,Stockable Product,BUSH,029-07-M/R0,,ø 40x24L,BRASS,,,
BUSH ø 35x27L,Stockable Product,BUSH,028-07-M/R0,,ø 35x27L,BRASS,,,
BEARING AXK 6085+GS+WS,Stockable Product,BEARING,,,AXK 6085+GS+WS,STANDARD,,,
NEEDLE ROLLER CAGE KT 404527,Stockable Product,NEEDLE ROLLER CAGE,,,KT 404527,STANDARD,,,
CIRCLIP ø 38mm,Stockable Product,CIRCLIP,,,ø 38mm,STANDARD,,,
GRUB SCREW M16x12L,Stockable Product,GRUB SCREW,,,M16x12L,M.S.,,,
EYE BOLT M16x45L,Stockable Product,EYE BOLT,,,M16x45L,FORGED STEEL,,,
ALLEN BOLT M12x45L,Stockable Product,ALLEN BOLT,,,M12x45L,H.T. Gr. 10.9,,,
PARALLEL KEY 10x8x40,Stockable Product,PARALLEL KEY,,,10x8x40,C-40,,,
PARALLEL KEY 8x7x25,Stockable Product,PARALLEL KEY,,,8x7x25,C-40,,,
INDICATOR PLATE ø 140mm,Stockable Product,INDICATOR PLATE,,,ø 140mm,ALUMINIUM,,,
SGB COVER DC-09,Stockable Product,SGB COVER,115-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
PINION SHAFT ø 55x213L - EN19,Stockable Product,PINION SHAFT,817-03-M/R0,,,EN19,,,
CIRCLIP ø 38mm,Stockable Product,CIRCLIP,,,ø 38mm,STANDARD,,,
WGB HOUSING SLT-165/F30,Stockable Product,WGB HOUSING,001-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
WGB COVER SLT-165/F30,Stockable Product,WGB COVER,002-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
QUADRANT SLT-165/F30,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
COLLAR ø 90x19L,Stockable Product,COLLAR,106-04-M/R0,,ø 90x19L,EN8,,,
SGB HOUSING ST-05,Stockable Product,SGB HOUSING,014-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SGB COVER ST-05,Stockable Product,SGB COVER,015-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SGB HOUSING MX-02,Stockable Product,SGB HOUSING,014-01-M/R0,,,C.I. IS:210 Gr. FG 220,,,
SPUR GEAR ST-05,Stockable Product,SPUR GEAR,022-04-M/R0,,,EN8,,,
SPUR GEAR MX-02,Stockable Product,SPUR GEAR,022-04-M/R0,,,EN8,,,
PINION SHAFT ø 45x163L - EN19,Stockable Product,PINION SHAFT,616-03-M'/R0,,,EN19,,,
PINION SHAFT ø 50x135L - EN19,Stockable Product,PINION SHAFT,016-03-M/R0,,,EN19,,,
BUSH ø 35x33L,Stockable Product,BUSH,040-07-M/R0,,ø 35x33L,BRASS,,,
O RING ID 160mm x 4mm,Stockable Product,O RING,,,ID 160mm x 4mm C/S,NITRILE RUBBER,,,
CIRCLIP ø 40mm,Stockable Product,CIRCLIP,,,ø 40mm,STANDARD,,,
HEX BOLT M10x25L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M10x25L,H.T. Gr. 8.8,,,
HEX BOLT M6x25L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M6x25L,H.T. Gr. 8.8,,,
HEX BOLT M16x40L - H.T. Gr. 8.8,Stockable Product,HEX BOLT,,,M16x40L,H.T. Gr. 8.8,,,
HEX BOLT WITH NUT M16x125L,Stockable Product,HEX BOLT WITH NUT,,,M16x125L,H.T. Gr. 8.8,,,
PARALLEL KEY 12x8x32,Stockable Product,PARALLEL KEY,,,12x8x32,C-40,,,
INDICATOR PLATE ø 155mm,Stockable Product,INDICATOR PLATE,,,ø 155mm,ALUMINIUM,,,
BUSH ø 35x19L,Stockable Product,BUSH,140-07-M/R0,,ø 35x19L,BRASS,,,
HEX BOLT WITH NUT M16x125L,Stockable Product,HEX BOLT WITH NUT,,,M16x125L,H.T. Gr. 8.8,,,
WGB HOUSING SLT-200/F30,Stockable Product,WGB HOUSING,001-01-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WGB COVER SLT-200/F30,Stockable Product,WGB COVER,002-01-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
QUADRANT SLT-200/F30,Stockable Product,QUADRANT,003-02-M/R0,,,S.G.I. IS1865 Gr. 500/7,,,
WORM ø 110x103L - EN19,Stockable Product,WORM,004-03-M/R0,,,EN19,,,
